id_interaction,id_cp_interaction,multidata_1_id,multidata_2_id,source,annotation_strategy,is_ppi,curator,directionality,classification
1503,CPI-CC0BB3C6CB3,1678,1689,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1504,CPI-CC00F5F0266,1679,1689,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1505,CPI-CC0F83E11EB,1680,1689,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1506,CPI-CC04BD88A3A,1665,1690,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1507,CPI-CC0B3CE8661,1666,1690,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1508,CPI-CC00FE16546,1667,1690,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1509,CPI-CC037A4383F,1668,1690,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1510,CPI-CC0DD99C42B,1669,1690,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1511,CPI-CC016C39E1C,1670,1690,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1512,CPI-CC002EFE61E,1671,1690,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1513,CPI-CC054692E80,1672,1690,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1514,CPI-CC0B72458CD,1673,1690,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1515,CPI-CC0AA96E404,1674,1690,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1516,CPI-CC02D7E1CD1,1675,1690,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1517,CPI-CC07C08B2DE,1676,1690,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1518,CPI-CC017AB6A86,1677,1690,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1519,CPI-CC01E49D97E,1678,1690,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1520,CPI-CC00BFD8B11,1679,1690,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1521,CPI-CC0D299DB74,1680,1690,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1522,CPI-CS0733858F1,1665,1239,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1523,CPI-CS0C3432D7F,1666,1239,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1524,CPI-CS0A5982069,1667,1239,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1525,CPI-CS059E38F49,1668,1239,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1526,CPI-CS03F7F264A,1669,1239,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1527,CPI-CS06BDC8BFA,1670,1239,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1528,CPI-CS052714C89,1671,1239,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1529,CPI-CS0F62789CF,1672,1239,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1530,CPI-CS0B1AAAC71,1673,1239,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1531,CPI-CS059F4ED23,1674,1239,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1532,CPI-CS0416CB0F5,1675,1239,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1533,CPI-CS089C871BA,1676,1239,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1534,CPI-CS070B19B57,1677,1239,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1535,CPI-CS09CF4D275,1678,1239,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1536,CPI-CS0C7C7DD02,1679,1239,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1537,CPI-CS0AF8F897B,1680,1239,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1538,CPI-CS029E1DC98,1665,1240,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1539,CPI-CS046DB98C7,1666,1240,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1540,CPI-CS00F7ADF6B,1667,1240,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1541,CPI-CS099892F99,1668,1240,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1542,CPI-CS08C7956BD,1669,1240,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1543,CPI-CS077A43ACD,1670,1240,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1544,CPI-CS0CD4875F8,1671,1240,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1545,CPI-CS0CA04CA30,1672,1240,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1546,CPI-CS091852A34,1673,1240,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1547,CPI-CS0EC77FC9C,1674,1240,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1548,CPI-CS090CDDA91,1675,1240,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1549,CPI-CS0286AF8D6,1676,1240,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1550,CPI-CS0916EF39D,1677,1240,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1551,CPI-CS07C63C8BC,1678,1240,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1552,CPI-CS0BC3D8A73,1679,1240,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1553,CPI-CS0E5972156,1680,1240,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1554,CPI-CS08AC774C8,1665,1241,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1555,CPI-CS013ADF74E,1666,1241,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1556,CPI-CS01EA6FC47,1667,1241,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1557,CPI-CS035E3DC49,1668,1241,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1558,CPI-CS0444827FD,1669,1241,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1559,CPI-CS0D33309E7,1670,1241,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1560,CPI-CS0C43745D6,1671,1241,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1561,CPI-CS0D67AEEF8,1672,1241,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1562,CPI-CS00469C577,1673,1241,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1563,CPI-CS0AE7F1FB9,1674,1241,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1564,CPI-CS0A5B00FEC,1675,1241,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1565,CPI-CS081D8412E,1676,1241,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1566,CPI-CS01E5D0183,1677,1241,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1567,CPI-CS05D1E58B4,1678,1241,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1568,CPI-CS0554D19E3,1679,1241,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1569,CPI-CS0F4182DEF,1680,1241,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1570,CPI-CS0ACB62C99,1665,1242,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1571,CPI-CS092F9D032,1666,1242,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1572,CPI-CS03479D25E,1667,1242,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1573,CPI-CS08648BDFD,1668,1242,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1574,CPI-CS0FA9C25E9,1669,1242,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1575,CPI-CS071698505,1670,1242,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1576,CPI-CS07AF8702D,1671,1242,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1577,CPI-CS0EF654316,1672,1242,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1578,CPI-CS0ED1ED131,1673,1242,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1579,CPI-CS09CFDCF78,1674,1242,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1580,CPI-CS00323BD9A,1675,1242,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1581,CPI-CS0041BE443,1676,1242,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1582,CPI-CS0D7A1419D,1677,1242,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1583,CPI-CS0591372DE,1678,1242,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1584,CPI-CS0DB067721,1679,1242,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1585,CPI-CS071CB03F7,1680,1242,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1586,CPI-CS02BEC2C34,1665,1243,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1587,CPI-CS065936301,1666,1243,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1588,CPI-CS094459C68,1667,1243,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1589,CPI-CS0EECB890E,1668,1243,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1590,CPI-CS04A0AEE4C,1669,1243,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1591,CPI-CS0305D24F6,1670,1243,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1592,CPI-CS0A5376E7A,1671,1243,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1593,CPI-CS002ECD5B1,1672,1243,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1594,CPI-CS0159C4BD7,1673,1243,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1595,CPI-CS0BA5C6CCB,1674,1243,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1596,CPI-CS0A5C5F9DF,1675,1243,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1597,CPI-CS05B11F2F4,1676,1243,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1598,CPI-CS06CD4A71F,1677,1243,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1599,CPI-CS03D684E7D,1678,1243,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1600,CPI-CS0F106270D,1679,1243,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1601,CPI-CS03B7CB71D,1680,1243,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1602,CPI-CS00B52BFC6,1665,1244,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1603,CPI-CS0A5114B04,1666,1244,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1604,CPI-CS07B0A120C,1667,1244,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1605,CPI-CS0A1A5DA91,1668,1244,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1606,CPI-CS0B90BEB16,1669,1244,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1607,CPI-CS002D05AD7,1670,1244,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1608,CPI-CS020F306DA,1671,1244,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1609,CPI-CS070154D3B,1672,1244,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1610,CPI-CS02A9283E5,1673,1244,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1611,CPI-CS0EC6271ED,1674,1244,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1612,CPI-CS0B8F51188,1675,1244,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1613,CPI-CS05610B89F,1676,1244,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1614,CPI-CS055AEE574,1677,1244,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1615,CPI-CS09698412B,1678,1244,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1616,CPI-CS0764E52B3,1679,1244,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1617,CPI-CS03DC684EF,1680,1244,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1618,CPI-CS040CBA095,1665,1245,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1619,CPI-CS0F37D7476,1666,1245,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1620,CPI-CS0CDD9F86D,1667,1245,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1621,CPI-CS093EF3F47,1668,1245,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1622,CPI-CS007136501,1669,1245,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1623,CPI-CS09F74FD39,1670,1245,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1624,CPI-CS07EF8D9C2,1671,1245,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1625,CPI-CS0F4C33641,1672,1245,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1626,CPI-CS0D542DC14,1673,1245,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1627,CPI-CS004BB0890,1674,1245,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1628,CPI-CS00B734C46,1675,1245,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1629,CPI-CS00061350E,1676,1245,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1630,CPI-CS0975DD44D,1677,1245,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1631,CPI-CS0EFE72F4B,1678,1245,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1632,CPI-CS09E87611A,1679,1245,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1633,CPI-CS083EC4342,1680,1245,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1634,CPI-CS054C4533B,1665,1246,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1635,CPI-CS007F02C96,1666,1246,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1636,CPI-CS008F12179,1667,1246,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1637,CPI-CS0BEF05FE2,1668,1246,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1638,CPI-CS0B9E5E3DB,1669,1246,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1639,CPI-CS017089111,1670,1246,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1640,CPI-CS08910752E,1671,1246,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1641,CPI-CS0279E4E92,1672,1246,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1642,CPI-CS04F89F4C0,1673,1246,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1643,CPI-CS00A95D069,1674,1246,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1644,CPI-CS01BC2C4FF,1675,1246,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1645,CPI-CS0A14FBC54,1676,1246,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1646,CPI-CS0A2EDD507,1677,1246,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1647,CPI-CS0947C60AA,1678,1246,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1648,CPI-CS0270ABC42,1679,1246,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1649,CPI-CS0180815DB,1680,1246,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glutamate
1650,CPI-CC013523ED0,1691,1695,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glycine
1651,CPI-CC038A555FC,1692,1695,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glycine
1652,CPI-CC014456804,1693,1695,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glycine
1653,CPI-CC00045ECF5,1694,1695,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glycine
1654,CPI-CC0DE37C04C,1691,1696,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glycine
1655,CPI-CC054A40212,1692,1696,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glycine
1656,CPI-CC0F959FD6A,1693,1696,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glycine
1657,CPI-CC0EA1D60C5,1694,1696,uniprot;reactome;IUPHAR,curated,False,JCranley,Ligand-Receptor,Signaling by Glycine
1658,CPI-SS0AE964947,767,492,uniprot,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Growth arrest
1659,CPI-SS0BDA0E5E0,767,722,uniprot,curated,True,MCSanchoSerra,Ligand-Receptor,Signaling by Growth arrest
1660,CPI-SS0E9F23560,48,722,uniprot,curated,True,MCSanchoSerra,Ligand-Receptor,
1661,CPI-SC007562F49,468,1387,PMID:22710174,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor
1662,CPI-SC0A86600AA,661,1387,PMID:22710174,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor
1663,CPI-SC0002A7A8F,128,1387,PMID:22710174,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor
1664,CPI-SC01987CF29,990,1387,PMID:22710174,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor
1665,CPI-SC0CC98A4B4,66,1387,PMID:22710174,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor
1666,CPI-CC0E6BCEC26,1379,1387,PMID:22710174;PMID:22991378,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Inhibin/Activin
1667,CPI-SC0FDDA8A63,238,1387,PMID:22710174;PMID:22991378,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Inhibin/Activin
1668,CPI-CC04553E312,1380,1387,PMID:22710174;PMID:22991378,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Inhibin/Activin
1669,CPI-CC057B323A5,1381,1387,PMID:22710174;PMID:22991378,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Inhibin/Activin
1670,CPI-SC00C9C81E3,128,1386,PMID:22710174,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor
1671,CPI-CC0288FD89F,1379,1386,PMID:22710174;PMID:22991378,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Inhibin/Activin
1672,CPI-SC0B3D321CC,238,1386,PMID:22710174;PMID:22991378,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Inhibin/Activin
1673,CPI-CC0FA8B4931,1380,1386,PMID:22710174;PMID:22991378,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Inhibin/Activin
1674,CPI-CC02D192370,1381,1386,PMID:22710174;PMID:22991378,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Inhibin/Activin
1675,CPI-SC001669E22,128,1603,PMID:22710174,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor
1676,CPI-SC023986FB9,66,1603,PMID:22710174,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor
1677,CPI-SC017215F7F,128,1604,PMID:22710174,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor
1678,CPI-SC08968AFE6,66,1604,PMID:22710174,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor
1679,CPI-SC0FDB4B6D9,97,1605,PMID:12135884,curated,True,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor
1680,CPI-SS074050495,176,711,uniprot;HMRbase;reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Growth hormone-releasing hormone
1681,CPI-SS0C9DBD840,1021,711,uniprot;HMRbase;reactome,curated,True,LGarciaAlonso,Ligand-Receptor,Signaling by Growth hormone-releasing hormone
1682,CPI-SS0DE3B267F,1021,1129,uniprot;reactome;IUPHAR,curated,True,JCranley,Ligand-Receptor,Signaling by Growth hormone-releasing hormone
1683,CPI-SS09F7A6011,163,1129,uniprot;reactome;IUPHAR,curated,True,JCranley,Ligand-Receptor,
1684,CPI-SS02AEB612C,1021,1228,GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/),curated,True,JCranley,Ligand-Receptor,Signaling by Growth hormone-releasing hormone
1685,CPI-CS0FF6E7611,1466,539,uniprot;reactome,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Histamine
1686,CPI-CS045AC7D7C,1466,447,uniprot;reactome,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Histamine
1687,CPI-CS0D98D69FC,1466,1055,uniprot;reactome,curated,False,LGarciaAlonso,Ligand-Receptor,Signaling by Histamine
1688,CPI-SS0CBAA9BCC,36,593,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by HLA
1689,CPI-SS048242083,1345,593,PMID:27455421,curated,True,RVentoTormo,Ligand-Receptor,Signaling by HLA
1690,CPI-SS0987A89AE,37,594,uniprot,curated,True,RVentoTormo,Ligand-Receptor,Signaling by HLA
1691,CPI-SS0BDD10277,1345,594,PMID:27455421,curated,True,RVentoTormo,Ligand-Receptor,Signaling by HLA
1692,CPI-SS0ABD11350,38,591,PMID:28484462,curated,True,RVentoTormo,Ligand-Receptor,Signaling by HLA
1693,CPI-SS0917CBD53,38,592,PMID:28484462,curated,True,RVentoTormo,Ligand-Receptor,Signaling by HLA
1694,CPI-SS03EF699C7,342,460,Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24223577,curated,True,RVentoTormo,Ligand-Receptor,Signaling by HLA
1695,CPI-SC05A060D3B,342,1422,PMID:28484462,curated,True,RVentoTormo,Ligand-Receptor,Signaling by HLA
1696,CPI-SS0C4FA643F,342,461,activating_interaction._uniprot_&_PMID:26697006,curated,True,RVentoTormo,Ligand-Receptor,Signaling by HLA
1697,CPI-SC066BD3097,342,1423,PMID:28484462,curated,True,RVentoTormo,Ligand-Receptor,Signaling by HLA
1698,CPI-SC04E52CC72,342,1424,PMID:28484462,curated,True,RVentoTormo,Ligand-Receptor,Signaling by HLA
1699,CPI-SS03339363E,342,462,Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577,curated,True,RVentoTormo,Ligand-Receptor,Signaling by HLA
1700,CPI-SS0F16EAEBB,342,1330,Shilts screen - VALIDATED,curated,True,JShilts,Ligand-Receptor,
1701,CPI-SS0436D5870,1345,1330,Shilts screen - VALIDATED,curated,True,JShilts,Ligand-Receptor,
1702,CPI-SS04293B7DA,1345,774,PMID:27455421,curated,True,RVentoTormo,Ligand-Receptor,Signaling by HLA
1703,CPI-SS00150FB64,1345,874,PMID:11169396,curated,True,RVentoTormo,Ligand-Receptor,Signaling by HLA
1704,CPI-SS05CE87F88,1336,874,uniprot;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108,curated,True,RVentoTormo,Ligand-Receptor,Signaling by HLA
