id_protein,protein_name,tags,tags_reason,tags_description,protein_multidata_id
1240,GRM2_HUMAN,,,,1240
1241,GRM3_HUMAN,,,,1241
1242,GRM4_HUMAN,,,,1242
1243,GRM5_HUMAN,,,,1243
1244,GRM6_HUMAN,,,,1244
1245,GRM7_HUMAN,,,,1245
1246,GRM8_HUMAN,,,,1246
1247,JAML_HUMAN,,,,1247
1248,KI2LA_HUMAN,,,,1248
1249,LAMA2_HUMAN,,,,1249
1250,LPAR1_HUMAN,,,,1250
1251,LPAR2_HUMAN,,,,1251
1252,LPAR3_HUMAN,,,,1252
1253,LRC4B_HUMAN,Cel adhesion molecule,,,1253
1254,LRC4C_HUMAN,Cel adhesion molecule,,,1254
1255,LRFN4_HUMAN,Cel adhesion molecule,,,1255
1256,LRFN5_HUMAN,Cel adhesion molecule,,,1256
1257,LRRT1_HUMAN,Leucine rich repeat,,,1257
1258,LRRT2_HUMAN,Leucine rich repeat,,,1258
1259,LRRT3_HUMAN,Leucine rich repeat,,,1259
1260,LRRT4_HUMAN,Leucine rich repeat,,,1260
1261,MPZL1_HUMAN,,,,1261
1262,MUC18_HUMAN,,,,1262
1263,NCHL1_HUMAN,,,,1263
1264,NLGN1_HUMAN,,,,1264
1265,NLGN2_HUMAN,,,,1265
1266,NLGN3_HUMAN,,,,1266
1267,NLGNX_HUMAN,Cell adhesion,,,1267
1268,NLGNY_HUMAN,,,,1268
1269,NMDZ1_HUMAN,,,,1269
1270,NPFF_HUMAN,,,,1270
1271,NPFF2_HUMAN,,,,1271
1272,NPY_HUMAN,,,,1272
1273,NRCAM_HUMAN,Cell adhesion,,,1273
1274,NRX1A_HUMAN,Involved in cell adhesion,,,1274
1275,NRX1B_HUMAN,Involved in cell adhesion,,,1275
1276,NRX2B_HUMAN,Involved in cell adhesion,,,1276
1277,NRX3B_HUMAN,Involved in cell adhesion,,,1277
1278,NTCP4_HUMAN,Transporter,,,1278
1279,NTR2_HUMAN,,,,1279
1280,OLR1_HUMAN,,,,1280
1281,PAR1_HUMAN,,,,1281
1282,PAR3_HUMAN,,,,1282
1283,PAR4_HUMAN,,,,1283
1284,PI16_HUMAN,,,,1284
1285,PIGR_HUMAN,,,,1285
1286,PTGDS_HUMAN,,,,1286
1287,PTPRD_HUMAN,,,,1287
1288,PTPRF_HUMAN,,,,1288
1289,RTN4R_HUMAN,,,,1289
1290,S29A1_HUMAN,Transporter,,,1290
1291,S29A2_HUMAN,Transporter,,,1291
1292,S29A3_HUMAN,Transporter,,,1292
1293,S29A4_HUMAN,Transporter,,,1293
1294,S6A11_HUMAN,Transporter,,,1294
1295,S6A12_HUMAN,Transporter,,,1295
1296,S6A13_HUMAN,Transporter,,,1296
1297,SC5A7_HUMAN,Transporter,,,1297
1298,SC6A1_HUMAN,Transporter,,,1298
1299,SC6A2_HUMAN,Transporter,,,1299
1300,SC6A3_HUMAN,Transporter,,,1300
1301,SC6A4_HUMAN,Transporter,,,1301
1302,SC6A5_HUMAN,Transporter,,,1302
1303,SC6A6_HUMAN,Transporter,,,1303
1304,SC6A8_HUMAN,Transporter,,,1304
1305,SC6A9_HUMAN,Transporter,,,1305
1306,SDC1_HUMAN,Proteoglycan,,,1306
1307,SDC2_HUMAN,Proteoglycan,,,1307
1308,SFTPD_HUMAN,,,,1308
1309,SLIK1_HUMAN,,,,1309
1310,SLIK2_HUMAN,,,,1310
1311,SLIK3_HUMAN,,,,1311
1312,SLIK4_HUMAN,,,,1312
1313,SLIK5_HUMAN,,,,1313
1314,SLIK6_HUMAN,,,,1314
1315,TAAR1_HUMAN,,,,1315
1316,TEN1_HUMAN,Glycoprotein,,,1316
1317,TEN2_HUMAN,Glycoprotein,,,1317
1318,TEN3_HUMAN,Glycoprotein,,,1318
1319,TEN4_HUMAN,Glycoprotein,,,1319
1320,TGM2_HUMAN,,,,1320
1321,TPH1_HUMAN,,,,1321
1322,TPH2_HUMAN,,,,1322
1323,TX1B3_HUMAN,,,,1323
1324,VACHT_HUMAN,,,,1324
1325,VASN_HUMAN,,,,1325
1326,VGLU1_HUMAN,Transporter,,,1326
1327,VGLU2_HUMAN,Transporter,,,1327
1328,VGLU3_HUMAN,Transporter,,,1328
1329,VIAAT_HUMAN,,,,1329
1330,VISTA_HUMAN,,,,1330
1331,VMAT1_HUMAN,,,,1331
1332,VMAT2_HUMAN,,,,1332
1333,GLHA_HUMAN,,,,1333
1334,SUPYN_HUMAN,,,retrovirus,1334
1335,EPHB6_HUMAN,To_remove,,no ensembl,1335
1336,HLAG_HUMAN,To_add | To_comment,Extracellular_add | Receptor_add,Iglike,1336
1337,CEL_HUMAN,To_remove,,no ensembl,1337
1338,CD24_HUMAN,,,cancer antigen,1338
1339,ACKR3_HUMAN,To_comment,Receptor_add,CoReceptor_Acts as coreceptor with CXCR4 for a restricted number of HIV isolates (uniprot),1339
1340,CO5A3_HUMAN,,,Collagen,1340
1341,ITA3_HUMAN,,,Integrin,1341
1342,HGFL_HUMAN,To_remove,,no ensembl,1342
1343,CO8A1_HUMAN,,,Collagen,1343
1344,CO4A5_HUMAN,,,Collagen,1344
1345,HLAF_HUMAN,To_add,,Iglike,1345
1346,CADH5_HUMAN,,,Cadherin,1346
1347,COFA1_HUMAN,,,Collagen,1347
1348,COIA1_HUMAN,,,Collagen,1348
1349,HFE_HUMAN,,,HLA,1349
1350,SIG15_HUMAN,To_add | To_comment,Adhesion_add,Iglike,1350
1351,HUNIN_HUMAN,To_remove,,no ensembl,1351
1352,SIG10_HUMAN,,,Sialic acid-binding Ig-like,1352
1353,SN_HUMAN,,,Sialic acid-binding Ig-like,1353
1354,TLR8_HUMAN,To_add,,TLR (uniprot),1354
